"Id","Original_Text","Cleaned_Text"
936,"From: PDF_Billing   Sent: Tuesday, January 03, 2017 11:07 AM  To: Rachel Passino <RPassino@Volt.com>; Rosa Serna <RSerna@Volt.com>  Cc: Joyce Conner <JConner@Volt.com>; Natesh Kumar <NHKumar@Volt.com>  Subject: RE: Nordstrom Billing - 9403136     Hi,    Customer # 9403136 will get PDF invoices starting from WE-01/01/2017. (Invoices for WE-01/01/2017 will be delivered on 01/06/2017 Friday).    PDF Billing team will send PDF Invoices to customer email id- latest by Friday for the Sunday WE date.    Note : Mailing of paper invoices/timesheet copies will be stopped for this customer. Please update the customer accordingly and let me know for any clarifications.    Regards,    Natesh Kumar  Recon Lead, AR  Certified Six Sigma Yellow Belt    VIS - Shared Accounting Services  t: 703.539.5374 Extn: 3219  nhkumar@volt.com | www.volt.com      From: Rachel Passino   Sent: Tuesday, December 27, 2016 1:18 PM  To: PDF_Billing <PDF_Billing@Volt.com>  Cc: Joyce Conner <JConner@Volt.com>; Rachel Passino <RPassino@Volt.com>  Subject: Nordstrom Billing    Good afternoon,    We would like to set up invoicing for one assignment starting at Nordstrom’s (9403136).  The below invoicing request is just for this one assignment.     This invoice is for the upcoming assignment for Kimberley M Dunlap. They would like the invoices sent to Sylvia Lock-Kirihara , Sylvia.Lock-kirihara@nordstrom.com and to Theresa Leigh, Theresa.K.Leigh@nordstrom.com.    Please let me know if you need any additional information.    Thanks so much!     Rachel Passino  Branch Coordinator  Volt Workforce Solutions  1002 15th St Sw, Suite 212 | Auburn, WA 98002  t: 253.733.3060 | f: 253.735.6453 |   rpassino@volt.com | www.volt.com     If you’re looking for exceptional talent.  Start  looking at Volt: volt.com/hire_smart/"," billing rachel passino rosa serna joyce conner natesh kumar nordstrom billing customer invoices starting invoices delivered billing team send invoices customer id latest note mailing paper invoices timesheet copies stopped customer update customer clarifications natesh kumar recon lead ar certified sigma yellow belt vis shared accounting services extn nhkumar rachel passino billing joyce conner rachel passino nordstrom billing set invoicing assignment starting nordstroms invoicing request assignment invoice upcoming assignment kimberley dunlap invoices sylvia lock kirihara sylvia lock kirihara nordstrom theresa leigh theresa leigh nordstrom additional information rachel passino branch coordinator workforce solutions st sw suite auburn wa rpassino youre exceptional talent start hire smart"
937,"LAG  1/15/17 billing emailed    From: PDF_Billing   Sent: Friday, January 20, 2017 5:35 AM  To: 'Janel.Penning@horsch.com' <Janel.Penning@horsch.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9447523_HORSCH LLC_WE-2017-01-15  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    LAG  1/8/17 billing emailed    From: PDF_Billing   Sent: Friday, January 13, 2017 7:48 AM  To: 'Janel.Penning@horsch.com' <Janel.Penning@horsch.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9447523_HORSCH LLC_WE-2017-01-08  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing janel penning horsch invoice horsch llc lag billing billing janel penning horsch invoice horsch llc "
938,"MS..REFER TO CUSTOMER PROFILE -ATTACHMENTS -FOR CREDIT FILE.    NEW CUST NUMBER 9454717    Thanks,     Stephanie Mestas  VOLT Information Science  Shared Accounting Services  Customer Set Up Representative  Six Sigma Certified-Yellow Belt  Phone: 714-921-7577 Fax: 877-331-7190  SMESTAS@VOLT.COM      From: Modesta Perez   Sent: Thursday, January 19, 2017 1:47 PM  To: CustomerSetup <CustomerSetup@Volt.com>  Subject: VTC340A, HealthPartners - Appt Ctr, VWS, Final - Approved    Okay to setup new bill to require for billing purpose and link to existing corp#9436412  to mirror #9434196"," refer customer profile attachments credit file cust number stephanie mestas information science shared accounting services customer set representative sigma certified yellow belt phone fax smestas customersetup vtca healthpartners appt ctr vws final approved setup bill require billing purpose link existing corp mirror"
939,"mp      From: Modesta Perez   Sent: Wednesday, January 25, 2017 2:56 PM  To: Terry Jordan <TJordan@volt.com>  Subject: SHI INTERNATIONAL CORP#9417644 - Past Due 193k    Hello,    It looks like the payment they sent on 1/11 finally posted, would you please inquiry on next payment release date?           Thank You,    Modesta Perez  Credit Manager     Volt Information Sciences, Inc.  Shared Accounting Services  2421 North Glassell Street  Orange, CA 92865  Office 714-921-7093  mperez@volt.com"," shi international corp past due payment finally posted inquiry payment release credit manager information sciences shared accounting services north street orange office mperez "
940,"LAG  Account is current; the 1/8 invoices are due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoices due "
941,"LAG  Account is current; the 1/8 invoices are due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoices due "
942,"LAG  1/15/17 billing emailed    From: PDF_Billing   Sent: Friday, January 20, 2017 6:32 AM  To: 'Kristine.Rick@SEACOLE.COM' <Kristine.Rick@SEACOLE.COM>; 'ruth.ditty@seacole.com' <ruth.ditty@seacole.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9446786_SEACOLE_WE-2017-01-15  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    LAG  1/8/17 billing emailed    From: PDF_Billing   Sent: Friday, January 13, 2017 7:47 AM  To: 'Kristine.Rick@SEACOLE.COM' <Kristine.Rick@SEACOLE.COM>; 'ruth.ditty@seacole.com' <ruth.ditty@seacole.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9446786_SEACOLE_WE-2017-01-08  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    LAG  1/1/17 billing emailed    From: PDF_Billing   Sent: Friday, January 06, 2017 10:37 AM  To: Kristine.Rick@SEACOLE.COM; ruth.ditty@seacole.com  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9446786_SEACOLE_WE-2017-01-01  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing kristine rick seacole ruth ditty seacole invoice seacole lag billing billing kristine rick seacole ruth ditty seacole invoice seacole lag billing billing kristine rick seacole ruth ditty seacole invoice seacole "
943,"mp    From: Modesta Perez   Sent: Wednesday, January 25, 2017 2:26 PM  To: Cynthia Salgueiro <CESalgueiro@Volt.com>  Subject: RE: Techsap ASP SDN BHD-ATT Mala - #9437824    Cynthia,    I appreciate the history, it makes sense.  Maybe it will be a good time to revisit these suppliers again, especially if our domestic business is slowly down.  Who would need to be involved?    Regards,    Modesta Perez  Credit Manager     Volt Information Sciences, Inc.  Shared Accounting Services  2421 North Glassell Street  Orange, CA 92865  Office 714-921-7093  mperez@volt.com"," cynthia salgueiro techsap asp sdn bhd att mala cynthia history makes sense time revisit suppliers domestic business slowly involved credit manager information sciences shared accounting services north street orange office mperez "
944,"mp      From: Cynthia Salgueiro   Sent: Wednesday, January 25, 2017 2:08 PM  To: Modesta Perez <MPerez@Volt.com>  Subject: RE: Techsap ASP SDN BHD-ATT Mala - #9437824    Modesta,    The client is AT&T.  We are not being paid by suppliers servicing this customer for our admin fee.  Many suppliers were taken off the program due to non-payment a few years ago.  The ones left are the largest suppliers AT&T needs.  At the time, we supported this business because of the larger domestic business from AT&T which is slowly but surely ending.    Thank you,    Cynthia Salgueiro  Sr. Manager, Accounts Receivable/Vendor Management  Six Sigma Yellow Belt     VIS Shared Accounting Services  2421 N. Glassell Street | Orange, CA 92865  t: 714.921.7428 | f: 877.735.9670 | Skype: vis.cynthia.salgueiro  cesalgueiro@volt.com | www.volt.com"," cynthia salgueiro techsap asp sdn bhd att mala client paid suppliers servicing customer admin fee suppliers program due payment years ago left largest suppliers time supported business larger domestic business slowly surely ending cynthia salgueiro sr manager accounts receivable vendor management sigma yellow belt vis shared accounting services street orange skype vis cynthia salgueiro cesalgueiro "
945,"mp-removed credit limit of 100k to $0 due to SS#8776 retired in Sept 2016"," removed credit limit due ss retired "
946,"MS..REFER TO CUSTOMER PROFILE -ATTACHMENTS -FOR CREDIT FILE.    NEW CUST NUMBER 9454716    Thanks,     Stephanie Mestas  VOLT Information Science  Shared Accounting Services  Customer Set Up Representative  Six Sigma Certified-Yellow Belt  Phone: 714-921-7577 Fax: 877-331-7190  SMESTAS@VOLT.COM      From: Modesta Perez   Sent: Thursday, January 19, 2017 11:33 AM  To: CustomerSetup <CustomerSetup@Volt.com>  Subject: RE: VTC 340A,SCHLEMMER USA INC,VWS,FINAL - Approved"," refer customer profile attachments credit file cust number stephanie mestas information science shared accounting services customer set representative sigma certified yellow belt phone fax smestas customersetup vtc schlemmer usa vws final approved"
947,"LAG  Account is current; the 1/1 invoices are due on 1/31.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoices due "
948,"MS..REFER TO CUSTOMER PROFILE -ATTACHMENTS -FOR CREDIT FILE.    UPDATED EXISTING ACCOUNT 9445925    Thanks,     Stephanie Mestas  VOLT Information Science  Shared Accounting Services  Customer Set Up Representative  Six Sigma Certified-Yellow Belt  Phone: 714-921-7577 Fax: 877-331-7190  SMESTAS@VOLT.COM      From: Modesta Perez   Sent: Thursday, January 19, 2017 11:22 AM  To: CustomerSetup <CustomerSetup@Volt.com>  Subject: RE: VTC 340A,PETERBILT OF CINCINNATI,VWS,FINAL- approved    Okay, existing #9445925"," refer customer profile attachments credit file updated existing account stephanie mestas information science shared accounting services customer set representative sigma certified yellow belt phone fax smestas customersetup vtc peterbilt cincinnati vws final approved existing"
949,"LAG  Account is current; the 1/15 invoices are due on 2/14  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoices due "
950,"HD*From: Hema Dadlani   Sent: Wednesday, January 25, 2017 2:42 PM  To: 'Rios, Eloise' <Eloise.Rios@craneae.com>  Subject: FW: Crane 9426381 Payment for 33753805DED in error     Hi Eloise,     Seems like you had received credit for 33753805 1911.25 in error that you took on the enclosed payment of Ck#709805 see enclosed.   Kindly reverse the credit on your end to clear payment to Volt on your next round of payment to Volt.     I apologize for the inconvenience.     Thank you, Hema       Hema Dadlani  Account Representative    Shared Accounting Services  Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  714-921-7430 Direct Line    From: Benjamin Nguyen   Sent: Wednesday, January 25, 2017 2:27 PM  To: Hema Dadlani <HDadlani@volt.com>  Cc: Cash <cash@Volt.com>  Subject: RE: Crane 9426381 Requesting copy of payment 709805 dated 12/12/16 ..thank you Hema     Hi Hema,    Please see attached    Thank You,        Benjamin Nguyen  VIS Shared Accounting Services"," rios eloise crane payment ded error eloise received credit error enclosed payment enclosed kindly reverse credit end clear payment round payment apologize inconvenience account representative shared accounting services information sciences north street orange direct line benjamin nguyen cash crane requesting copy payment attached benjamin nguyen vis shared accounting services"
951,"LAG  Emailed Stephen for pmt status on 11/6-12/4 inv's & 11/20 inv's 34535453, 34535543, 34535572 & 34535574 billed to 9452014-89; all were r/s on 1/12    From: Lesley Gonzalez   Sent: Wednesday, January 25, 2017 2:38 PM  To: 'Bunzl Distribution' <support+id292600@bunzlap.zendesk.com>  Subject: RE: [Bunzl Distribution] Re: Volt Management - Statement of Account - 1/12/2017    Hi Stephen,    Please let me know if these invoices from 11/6-12/4 have been scheduled for payment.    Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag stephen pmt status billed bunzl distribution bunzl distribution management statement account stephen invoices scheduled payment account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
952,"ad 1/25/17    From: Benjamin Nguyen   Sent: Wednesday, January 25, 2017 2:33 PM  To: Sridhar Srinivasulu <SSrinivasulu@Volt.com>  Cc: Anna Durling <ADurling@Volt.com>; Modesta Perez <MPerez@Volt.com>; Chetan Kumar <ckumar@Volt.com>; Cash <cash@Volt.com>  Subject: FW: VIEWMONT CONSULTING LLC #9453414 - Past Due over 90 days    Hi Sridhar,    Could you please reverse the payment for Dep ID 39467?  The balance for this invoice should be 0.          Thank You,        Benjamin Nguyen  VIS Shared Accounting Services  Remittance Processing Special Projects Clerk  2421 North Glassell Street | Orange, CA 92865  bnguyen@volt.com t: 714-283-7713 f: 877.735.9670"," benjamin nguyen sridhar srinivasulu chetan kumar cash viewmont consulting llc past due days sridhar reverse payment dep id balance invoice benjamin nguyen vis shared accounting services remittance processing special projects clerk north street orange bnguyen "
953,"MS..REFER TO CUSTOMER PROFILE -ATTACHMENTS -FOR CREDIT FILE.    NEW CUST NUMBER 9454715    Thanks,     Stephanie Mestas  VOLT Information Science  Shared Accounting Services  Customer Set Up Representative  Six Sigma Certified-Yellow Belt  Phone: 714-921-7577 Fax: 877-331-7190  SMESTAS@VOLT.COM      From: Modesta Perez   Sent: Thursday, January 19, 2017 11:14 AM  To: CustomerSetup <CustomerSetup@Volt.com>  Subject: RE: VTC 340A,AN GABRIEL VALLEY WAREHOUSE & STORAGE,VWS,FINAL- Approved"," refer customer profile attachments credit file cust number stephanie mestas information science shared accounting services customer set representative sigma certified yellow belt phone fax smestas customersetup vtc gabriel valley warehouse storage vws final approved"
954,"mp      From: Modesta Perez   Sent: Wednesday, January 25, 2017 2:33 PM  To: Bob Valecka <BValecka@Volt.com>  Cc: Tom Schmidt <TSchmidt@Volt.com>; Paula Boerner <PBoerner@volt.com>; Germaine Adkerson <GAdkerson@volt.com>; Terry Jordan <TJordan@volt.com>  Subject: RE: Vorago # 9450907 - Credit Hold    Bob,    Please confirm notifications have been made to end assignments.    Past due $38k         Thank You,    Modesta Perez  Credit Manager     Volt Information Sciences, Inc.  Shared Accounting Services  2421 North Glassell Street  Orange, CA 92865  Office 714-921-7093  mperez@volt.com"," bob valecka tom schmidt adkerson vorago credit hold bob confirm notifications made end assignments past due credit manager information sciences shared accounting services north street orange office mperez "
955,"LAG  Emailed 11/27-12/11 plus 34555281 frm 9454345 to Marcos as req (11/27 & 12/4 r/s to AP on 1/20); 11/20 inv;s belong to 9454345 (37)    From: Lesley Gonzalez   Sent: Wednesday, January 25, 2017 2:29 PM  To: 'Marcos Rangel - BPD North Kansas City' <Marcos.Rangel@bunzlusa.com>  Cc: Krista Parks <KParks@Volt.com>  Subject: FW: Missing Invoices - Bunzl Distribution 9452014  Importance: High    Hi Marcos,    Attached are the 11/27, 12/4 and 12/11 invoices that you requested on your attachment. Please note the head on the last attached email as the week-ending as 12/4, which is wrong, as these invoices are for 12/11.    The first 4 underlined invoices do belong to the Bunzl KC 37 branch, and I have forwarded those invoices on to them. The other ones you underlined are for your location and those invoices are included. They are for Curtis Ricks, Cody Goodwin, Doug Newsome, Dolphin Davis and Commanche Wade. There is also an invoice (34555281) for Commanche billed to location 37 in error, so I also attached that invoice.    I had also resubmitted the 11/27 and 12/4 invoices to AP, as they did not have record of them; I would suspect they didn’t have record of them since you hadn’t received them.    Please let me know if there is anything else you need.    Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag frm marcos req belong marcos rangel bpd north kansas city krista parks missing invoices bunzl distribution importance high marcos attached invoices requested attachment note head attached ending wrong invoices underlined invoices belong bunzl kc branch forwarded invoices underlined location invoices included curtis ricks cody goodwin doug newsome dolphin davis commanche wade invoice commanche billed location error attached invoice resubmitted invoices record suspect didnt record hadnt received account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
